2,-760.8,473.4,1420.4,13.2,0.4,-6.2
7,-1369.04,517.14,2549.92,22.16,0.32,-9.36
16,-1858.43,507.114,3463.14,29.328,-1.344,-11.688
27,-2247.15,513.311,4188.91,33.4624,-3.0752,-16.7504
37,-2554.92,533.731,4776.33,37.5699,-4.66016,-20.6003
47,-2803.93,546.573,5228.26,39.6559,-3.52813,-24.6803
57,-3001.95,524.457,5614.21,40.9248,-3.4225,-26.3442
67,-3162.76,507.846,5920.97,43.5398,-4.138,-28.2754
77,-3295.81,493.585,6157.57,45.4318,-5.1104,-30.4203
87,-3400.64,522.758,6342.46,45.9455,-8.28832,-30.3362
97,-3475.72,522.076,6503.97,45.9564,-7.83066,-32.469
107,-3551.37,513.008,6631.17,46.7651,-6.46453,-28.3752
117,-3601.9,510.301,6732.14,49.8121,-4.97162,-24.1002
127,-3630.72,522.63,6812.11,54.4497,0.422704,-22.2801
137,-3671.37,514.863,6874.09,57.9597,3.53816,-21.0241
147,-3701.1,499.686,6935.67,61.3678,5.63053,-19.8193
157,-3725.28,530.569,6970.94,64.4942,8.50442,-18.8554
167,-3747.42,508.457,6999.55,67.7954,10.2035,-17.4843
177,-3768.34,502.646,7032.04,72.8363,11.9628,-16.1875
186,-3783.47,557.865,7062.43,78.2691,11.3703,-15.95
197,-3790.38,538.186,7086.35,81.6152,11.6962,-15.36
207,-3796.3,574.019,7095.48,83.2922,11.957,-14.488
216,-3797.44,574.002,7098.38,83.8338,11.3656,-14.5904
227,-3800.35,568.6,7113.91,90.467,15.8925,-12.2723
237,-3818.68,496.06,7121.12,107.774,25.314,-6.81785
247,-3843.35,539.206,7172.1,138.419,47.0512,7.94572
257,-3930.28,545.321,7197.68,186.335,85.4409,27.1566
267,-3994.62,430.732,7162.14,237.268,109.753,47.1253
276,-3920.9,698.273,7144.92,280.814,106.202,70.3002
287,-3880.32,874.427,7164.33,302.252,103.162,83.6402
297,-3909.05,920.843,7161.07,306.001,109.729,92.7121
307,-3922.44,981.284,7186.45,299.001,100.784,93.1697
317,-3998.75,778.528,7190.76,288.201,94.2268,90.1358
327,-4005.4,913.053,7125.81,296.361,64.9815,88.7086
337,-3881.12,957.105,7121.45,284.489,23.9852,71.5669
347,-3748.5,912.911,7146.76,248.791,9.78813,41.2535
357,-3646,1155.09,7133.41,170.433,34.8305,-13.1972
367,-3469.2,1256.71,7131.13,89.7461,86.4644,-78.5578
377,-3308.96,1436.07,7143.3,-7.40311,185.572,-186.646
387,-3271.97,629.607,7261.04,-110.522,305.257,-342.717
397,-2618.37,750.561,7425.23,-180.218,550.206,-590.774
407,-2275.9,1752.66,7987.79,-239.374,781.765,-844.819
417,-1649.52,3715.87,8999.83,-276.9,823.212,-982.655
427,-982.015,4482.79,10260.3,-218.92,791.169,-993.124
437,-423.212,4672.88,10884.2,-174.536,628.336,-866.099
447,221.03,3615.49,11143.8,-161.229,405.668,-713.279
457,834.424,2615.15,11155.4,-104.783,145.135,-526.824
467,1255.14,1912.11,11055.1,-13.6263,-100.492,-360.859
477,1539.31,1777.01,10984.1,99.299,-354.394,-237.087
487,1717.85,1795.9,10952.5,193.039,-600.315,-152.27
497,1809.88,1880.59,10856,251.631,-844.252,-102.816
507,1835.1,1867.46,10682,303.105,-1056.6,-65.4526
517,1749.68,2314.35,10430.8,351.684,-1225.48,-23.3621
527,1608.15,2530.03,10275.8,394.947,-1354.39,26.1104
537,1221.32,2731.6,10269.1,472.158,-1474.71,113.688
547,760.654,3127.96,10335.7,569.126,-1621.17,235.951
557,414.923,3594.2,10341.7,662.101,-1799.33,410.76
567,173.138,3689.42,10133,715.681,-1957.27,590.608
577,-33.4893,3446.94,9923.98,739.945,-2082.01,798.087
587,-331.991,3446.09,9841.59,759.356,-2188.81,1017.07
597,-637.593,3507.21,9856.87,759.485,-2311.85,1259.66
607,-839.275,3185.72,9815.5,734.188,-2429.68,1489.92
617,-921.42,2879.97,9699.6,672.55,-2527.14,1716.14
627,-911.136,2638.8,9513.68,585.44,-2589.91,1915.71
637,-888.109,2366.28,9334.94,458.752,-2600.93,2085.37
647,-909.287,1944.83,9241.95,346.202,-2583.35,2224.7
657,-1025.83,1645.28,9259.96,266.361,-2548.88,2340.16
667,-1131.86,1588.33,9298.37,215.689,-2525.3,2432.53
677,-1177.09,1517.83,9308.3,167.751,-2511.04,2486.02
687,-1226.07,1357.78,9280.64,121.201,-2501.03,2509.62
697,-1318.86,1141.98,9238.51,86.5608,-2500.83,2497.49
707,-1507.09,969.198,9262.01,73.4486,-2518.26,2461.19
717,-1691.67,926.72,9246.41,79.7589,-2584.01,2392.56
727,-1742.54,926.072,9079.12,88.8071,-2665.21,2311.84
738,-1672.83,951.207,8798.1,93.6457,-2731.57,2201.28
748,-1657.86,1081.52,8544.48,87.1166,-2769.85,2078.82
758,-1702.69,1110.75,8309.98,73.6933,-2791.28,1937.26
768,-1757.75,1113.68,8091.59,61.1546,-2806.03,1791.2
777,-1780.6,1056.37,7854.07,64.5237,-2808.82,1638.16
787,-1878.48,827.437,7677.66,94.4189,-2806.06,1498.73
798,-1975.19,923.344,7573.72,158.335,-2814.05,1358.58
807,-2100.55,905.934,7519.78,217.868,-2838.64,1223.67
817,-2328.44,563.993,7537.02,294.095,-2916.51,1088.13
827,-2530.35,-166.801,7356.82,385.676,-3040.01,966.307
837,-2596.68,-385.68,6997.85,484.34,-3169.61,850.646
847,-2769.74,-562.368,6543.08,596.472,-3263.28,705.917
857,-2985.8,-432.437,6108.87,681.978,-3317.83,537.933
867,-3299.44,-165.644,5582.29,716.182,-3315.46,326.147
876,-3637.55,5.03563,4939.44,711.146,-3233.77,94.3174
887,-4090.04,257.904,4227.95,692.917,-3095.22,-119.146
897,-4617.23,612.59,3591.56,651.133,-2884.57,-282.917
906,-5107.39,1297.86,2805.65,572.707,-2624.26,-395.333
916,-5553.51,1425.79,2058.12,451.365,-2288.81,-470.267
927,-6108.01,1253.18,1351.29,285.692,-1789.85,-488.613
937,-6771.61,1462.72,824.635,104.354,-1176.88,-424.291
947,-7610.48,1805.87,405.308,-94.917,-544.901,-311.033
956,-8421.19,1661.99,181.047,-333.534,162.479,-129.626
968,-9287.35,1215.6,158.437,-570.227,843.183,60.6992
978,-9862.28,1307.76,88.7498,-845.381,1590.95,237.159
987,-10083,1588.78,166.2,-1129.11,2370.96,359.927
998,-5558.82,184.078,3380.96,-1300.68,3422.97,145.742
1007,2106.35,7574.81,9258.17,-1533.55,3875.37,80.7936
1017,5287.88,30.2812,4483.33,-1716.44,4846.3,-127.165
1027,1870.3,-8464.17,4183.07,-1923.95,6234.84,-298.732
1036,35.8408,-11477.2,6787.65,-1876.56,7407.67,-272.786
1047,-706.527,-9339.52,6436.12,-1152.65,8454.14,-256.229
1057,-2793.62,210.848,8610.1,-188.919,9237.71,-231.983
1067,-4807.3,11272.9,12371.7,510.465,9688.17,-216.186
1077,-10399.4,19993.1,12382.1,-103.428,9511.33,-440.949
1087,-10140.8,-12868.7,13116.9,-667.142,7898.47,-527.559
1097,-8358.2,-2573.87,11895.1,-745.714,6509.17,-593.447
1107,-8451.36,4006.81,10857.3,-874.171,5435.74,-578.358
1116,-7702.29,-330.119,10725.4,-985.337,4518.99,-613.086
1128,-7142.23,3457.19,9757.16,-1033.07,3704.79,-648.269
1138,-6664.98,1060.32,9420.52,-1081.06,2934.83,-648.415
1148,-6207.99,674.832,9167.62,-1059.04,2325.87,-644.332
1156,-5608.39,89.0832,8693.29,-996.236,1846.69,-605.866
1167,-5098.71,-52.2917,8473.44,-885.188,1505.76,-546.293
1176,-4875.37,32.5708,8277.95,-760.151,1269.2,-479.434
1187,-4611.5,-158.743,8049.16,-622.321,1080.76,-387.147
1197,-4302,108.326,7933.33,-485.656,952.211,-298.918
1206,-3900.4,388.833,7764.66,-352.725,895.169,-212.334
1216,-3981.52,377.283,7995.33,-166.78,950.935,-98.6674
1227,-3904.41,1502.93,7439.86,-91.6241,897.348,-37.3339
1236,-3860.33,1001.69,7280.29,-16.8993,864.478,2.13286
1247,-3855.87,1106.37,7242.63,39.2806,851.983,12.9063
1256,-3775.49,1010.64,7254.51,62.4245,825.586,-12.275
1267,-3743.99,1004.66,7236.8,83.7396,837.669,-56.22
1276,-3790.4,626.066,7229.44,101.792,874.335,-100.176
1287,-3857.52,591.807,7183.96,114.433,899.468,-128.341
1296,-3876.81,455.181,7158.36,125.347,925.774,-135.473
1307,-3961.85,506.318,7152.29,150.677,960.42,-133.778
1317,-4060.68,857.032,7143.43,203.742,1017.34,-128.622
1327,-4100.94,888.503,7072.35,233.993,1059.87,-138.498
1337,-3996.36,155.45,6945.08,257.595,1100.09,-131.398
1347,-3934.68,877.745,6974.86,281.476,1159.88,-156.119
1357,-4026.55,-601.625,6018.69,261.381,1334.1,-221.695
1367,-4016.44,339.437,6223.35,265.505,1438.68,-255.156
1377,-4091.55,276.944,6117.08,260.404,1450.34,-249.525
1387,-4095.64,486.694,6290.46,273.723,1469.48,-219.02
1397,-4136.51,730.869,6432.77,286.378,1512.78,-183.616
1407,-4233.61,694.087,6391.42,294.103,1568.42,-151.693
1417,-4321.69,904.609,6423.53,286.082,1590.54,-131.754
1426,-4349.35,707.861,6544.43,290.266,1633.83,-102.803
1437,-4636.68,1078.79,6281.54,268.213,1762.27,-58.8427
1446,-4880.14,552.479,6226.83,261.17,1782.01,-35.6741
1457,-4804.52,917.448,6237.47,226.336,1757.41,-35.7393
1466,-4800.41,885.545,6259.17,191.469,1763.53,-47.3914
1477,-4937.53,1076.75,6160.14,179.375,1754.62,-49.3132
1486,-4962.42,1115.68,6029.31,160.1,1649.1,-102.051
1497,-4857.94,1007.97,6166.65,172.08,1770.68,-130.64
1507,-5123.95,1170,6006.52,251.864,2005.74,-199.712
1517,-5024.76,493.2,6308.02,240.691,2245.19,-213.37
1526,-4874.21,362.52,6617.61,278.753,2610.96,-195.896
1537,-4925.77,668.052,6665.29,262.002,3038.56,-156.717
1547,-5337.01,1202.61,6596.23,239.202,3485.45,-121.173
1557,-5601.61,1158.86,6500.99,211.962,3988.36,-140.739
1566,-5442.09,582.086,6781.19,227.369,4507.89,-202.591
1577,-5492.07,1604.41,6991.35,315.695,5136.31,-306.673
1587,-5367.66,452.041,6799.48,347.556,5765.25,-436.738
1597,-5637.73,1283.6,6985.18,289.045,6466.2,-528.391
1607,-5316.98,-165.04,7328.55,259.236,7386.36,-569.912
1617,-6043.18,1823.1,7566.44,302.589,8390.49,-554.73
1627,-5463.75,1442.31,7086.35,396.271,9771.59,-613.184
1637,-6185.4,862.431,6897.88,954.617,11208.3,-456.147
1647,-7806.32,1657.64,7079.9,1771.29,12274.6,-142.918
1657,-9214.65,1324.96,7624.32,2786.03,12983.7,177.666
1666,-11084.9,3759.5,9192.66,4056.03,13381.6,476.533
1677,-12323.9,2429.75,9476.53,5303.02,13302.8,559.426
1686,-13193.2,5137.17,10462.8,6155.22,12686.7,586.341
1696,-12611.3,12811.3,10773.1,6683.77,11592.5,414.873
1707,-10727.9,15805.3,14883.2,6942.62,9888.43,-25.7018
1716,-11768.7,16626.7,18383,5946.7,7801.35,-641.961
1727,-10436.5,10806.7,19695.6,4781.56,5550.48,-1073.17
1738,-7847.64,6090.07,18500.9,3489.65,3122.78,-1357.54
1747,-5672.51,5159.41,16967.1,2359.92,1131.42,-1567.63
1756,-4475.61,3516.54,15195.3,1590.73,-487.06,-1734.1
1767,-3504.09,3454.85,13754.6,1044.59,-1835.45,-1814.88
1776,-3000.07,4071.49,12679.7,606.669,-3059.76,-1818.91
1786,-2831.66,4422.95,11736.6,219.935,-4134.41,-1805.92
1797,-2893.32,4396.9,10874,-174.252,-5104.93,-1784.34
1806,-3017.86,3946.09,10129.2,-535.202,-5958.74,-1755.67
1817,-3102.29,3665.21,9314.99,-825.761,-6715.79,-1695.34
1826,-3253.83,3919.72,8731.19,-1017.41,-7375.83,-1627.07
1837,-3330.26,3100.97,8165.75,-1002.53,-7834.27,-1531.46
1847,-3463.41,2527.7,7380.2,-873.222,-8187.81,-1388.16
1857,-3875.53,3258.77,7151.36,-563.777,-8433.85,-1161.73
1867,-4520.82,3961.88,7133.49,-220.622,-8647.68,-875.585
1876,-5130.26,4545.19,7233.19,104.502,-8886.94,-480.268
1887,-5730.21,4529.72,7304.95,352.202,-9105.96,-54.4146
1897,-6308.97,3982.77,7293.56,552.161,-9314.56,456.868
1907,-6825.17,3535.68,7309.25,714.129,-9489.25,975.495
1917,-7444.54,3409.97,7257.4,876.703,-9584.2,1539.6
1927,-7798.03,2348,7494.72,980.763,-9640.36,2087.68
1936,-8338.82,1694.6,7681.78,1081.81,-9688.09,2599.94
1947,-8772.26,1816.46,8009.42,1141.05,-9739.67,3022.15
1957,-9118.21,1663.05,8287.54,1121.44,-9765.34,3343.72
1967,-9395.37,1269.7,8469.63,1074.75,-9758.47,3571.98
1976,-9577.49,1143.97,8599.7,1025.6,-9678.38,3704.58
1987,-9715.59,1063,8694.56,995.08,-9547.5,3758.67
1997,-9856.08,1324.9,8820.85,987.464,-9333.6,3715.93
2006,-10257.7,1757.89,9177.88,993.571,-9113.28,3624.15
2017,-10809.3,1831.79,9716.71,1051.66,-8931.42,3484.72
2026,-11397.1,2920.98,10492.2,1122.33,-8837.14,3328.37
2037,-12071.3,3294.5,11177.7,1207.26,-8868.11,3131.5
2047,-12460.6,2998.85,11406.2,1305.61,-8973.49,2939.2
2056,-12716.9,519.485,11000.9,1570.09,-9102.59,2826.36
2067,-12820.7,-376.451,9809.96,1958.87,-9136.67,2760.49
2077,-13223,-755.845,8561.97,2430.9,-8985.14,2708.19
2087,-14160.4,-1576.78,6976.77,2848.52,-8783.71,2648.35
2096,-15024.3,-2974.68,4868.62,3183.21,-8556.17,2588.28
2106,-15760.6,-4378.07,1770.09,3389.37,-8083.94,2525.23
2116,-16345.7,-4604.81,-1217.12,3398.7,-7368.35,2417.38
2127,-16798.2,-2778.88,-3644.1,2928.36,-6175.88,2136.3
2136,-17022.1,-2358.69,-5120.48,2090.49,-4799.7,1708.04
2146,-17585.7,-2705.47,-5364.38,845.188,-3249.96,1120.03
2156,-17661.8,-3290.95,-4860.31,-344.449,-1848.17,521.228
