0,-801.2,549,1401.2,7.8,39.2,-17.6
9,-1425.76,560.7,2536.16,14.84,85.16,-33.88
19,-1919.01,529.47,3430.53,20.272,134.728,-46.704
30,-2354.81,589.347,4144.82,27.2176,183.182,-56.7632
39,-2697.05,568.335,4706.66,32.3741,225.346,-65.0106
49,-2983.24,584.233,5155.33,34.2993,262.277,-69.6084
59,-3183.39,564.223,5507.86,36.4394,292.821,-73.8868
69,-3347.91,429.022,5839.09,49.1515,338.457,-77.7094
79,-3475.93,228.302,6086.07,73.7212,387.566,-94.1675
90,-3509.54,696.03,6231.66,88.177,460.653,-85.134
99,-3674.43,352.203,6456.53,113.942,559.322,-72.9072
109,-3809.15,692.22,6551.22,153.353,652.258,-68.7258
119,-3883.72,785.622,6718.98,190.883,757.606,-89.3806
130,-3935.37,1036.16,6758.78,220.906,863.085,-160.904
140,-3953.1,1378.02,6923.83,252.125,968.468,-268.524
150,-3946.08,1552.6,7020.66,226.9,1086.97,-443.419
160,-3918.46,727.66,7206.53,221.72,1163.98,-640.335
170,-3867.57,600.166,7322.02,231.576,1207.78,-877.668
180,-3560.06,1824.02,7672.82,214.061,1185.43,-1080.13
190,-3153.25,2466.6,8028.25,130.449,1073.14,-1237.71
200,-2543,2898.06,8392.2,13.5589,955.113,-1334.57
210,-2308.4,2826.01,8871.76,-49.7529,839.691,-1301.45
220,-2119.92,3200.4,9252.21,-50.6023,693.352,-1199.56
229,-1753.53,3576.24,9440.17,-52.0819,478.682,-1044.65
239,-1282.43,3833.42,9514.93,-78.8655,277.746,-894.12
250,-925.142,3607.14,9654.75,-133.492,74.7964,-740.296
260,-660.113,3253.31,9789.8,-171.594,-127.763,-591.237
270,-472.491,2877.73,9900.24,-143.275,-362.01,-410.989
280,-373.193,2528.77,9988.59,-63.2201,-606.408,-217.391
290,-327.354,2558.68,9997.27,67.0239,-875.727,10.0868
300,-285.883,2687.67,9905.42,178.019,-1118.58,232.269
310,-277.907,2257.77,9784.74,237.615,-1336.67,465.216
320,-399.525,2383.98,9689.39,266.092,-1507.33,665.572
329,-630.82,2243.6,9650.71,291.674,-1657.87,854.458
339,-926.656,2263.76,9563.37,315.339,-1798.09,1017.37
349,-1138.92,2323.38,9392.7,327.471,-1921.47,1159.09
359,-1270.74,2395.94,9120.96,325.177,-2006.78,1272.07
369,-1400.99,2435.59,8866.37,323.942,-2030.42,1363.46
379,-1766.39,2322.56,8825.49,350.953,-2034.94,1440.57
389,-2205.51,2676.66,8869.59,404.163,-2073.95,1524.85
399,-2488.41,3205.27,8843.67,436.73,-2136.56,1600.88
409,-2604.73,3299.53,8705.74,415.184,-2191.65,1670.11
419,-2622.18,3267.55,8542.59,363.747,-2216.92,1733.69
429,-2676.55,3068.16,8456.47,296.798,-2212.34,1801.15
439,-2811.64,2803.42,8452.38,251.038,-2205.47,1867.52
449,-2918.11,2668.94,8442.3,233.031,-2215.97,1934.81
459,-2904.09,2466.49,8345.04,224.424,-2229.38,1991.85
469,-2819.27,2372.45,8188.83,220.94,-2215.1,2030.28
479,-2683.82,2055.24,8023.87,219.552,-2176.48,2047.63
489,-2631.05,1866.92,7961.89,250.641,-2109.99,2048.5
