0,1420.4
1,2549.92
2,3463.14
3,4188.91
4,4776.33
5,5228.26
6,5614.21
7,5920.97
8,6157.57
9,6342.46
10,6503.97
11,6631.17
12,6732.14
13,6812.11
14,6874.09
15,6935.67
16,6970.94
17,6999.55
18,7032.04
19,7062.43
20,7086.35
21,7095.48
22,7098.38
23,7113.91
24,7121.12
25,7172.1
26,7197.68
27,7162.14
28,7144.92
29,7164.33
30,7161.07
31,7186.45
32,7190.76
33,7125.81
34,7121.45
35,7146.76
36,7133.41
37,7131.13
38,7143.3
39,7261.04
40,7425.23
41,7987.79
42,8999.83
43,10260.3
44,10884.2
45,11143.8
46,11155.4
47,11055.1
48,10984.1
49,10952.5
50,10856
51,10682
52,10430.8
53,10275.8
54,10269.1
55,10335.7
56,10341.7
57,10133
58,9923.98
59,9841.59
60,9856.87
61,9815.5
62,9699.6
63,9513.68
64,9334.94
65,9241.95
66,9259.96
67,9298.37
68,9308.3
69,9280.64
70,9238.51
71,9262.01
72,9246.41
73,9079.12
74,8798.1
75,8544.48
76,8309.98
77,8091.59
78,7854.07
79,7677.66
80,7573.72
81,7519.78
82,7537.02
83,7356.82
84,6997.85
85,6543.08
86,6108.87
87,5582.29
88,4939.44
89,4227.95
90,3591.56
91,2805.65
92,2058.12
93,1351.29
94,824.635
95,405.308
96,181.047
97,158.437
98,88.7498
99,166.2
100,3380.96
101,9258.17
102,4483.33
103,4183.07
104,6787.65
105,6436.12
106,8610.1
107,12371.7
108,12382.1
109,13116.9
110,11895.1
111,10857.3
112,10725.4
113,9757.16
114,9420.52
115,9167.62
116,8693.29
117,8473.44
118,8277.95
119,8049.16
120,7933.33
121,7764.66
122,7995.33
123,7439.86
124,7280.29
125,7242.63
126,7254.51
127,7236.8
128,7229.44
129,7183.96
130,7158.36
131,7152.29
132,7143.43
133,7072.35
134,6945.08
135,6974.86
136,6018.69
137,6223.35
138,6117.08
139,6290.46
140,6432.77
141,6391.42
142,6423.53
143,6544.43
144,6281.54
145,6226.83
146,6237.47
147,6259.17
148,6160.14
149,6029.31
150,6166.65
151,6006.52
152,6308.02
153,6617.61
154,6665.29
155,6596.23
156,6500.99
157,6781.19
158,6991.35
159,6799.48
160,6985.18
161,7328.55
162,7566.44
163,7086.35
164,6897.88
165,7079.9
166,7624.32
167,9192.66
168,9476.53
169,10462.8
170,10773.1
171,14883.2
172,18383
173,19695.6
174,18500.9
175,16967.1
176,15195.3
177,13754.6
178,12679.7
179,11736.6
180,10874
181,10129.2
182,9314.99
183,8731.19
184,8165.75
185,7380.2
186,7151.36
187,7133.49
188,7233.19
189,7304.95
190,7293.56
191,7309.25
192,7257.4
193,7494.72
194,7681.78
195,8009.42
196,8287.54
197,8469.63
198,8599.7
199,8694.56
200,8820.85
201,9177.88
202,9716.71
203,10492.2
204,11177.7
205,11406.2
206,11000.9
207,9809.96
208,8561.97
209,6976.77
210,4868.62
211,1770.09
212,-1217.12
213,-3644.1
214,-5120.48
215,-5364.38
216,-4860.31
217,-4286.65
218,-3617.32
219,-2635.05
220,-27.2427
221,2033.41
222,139.924
223,2835.54
224,8713.63
225,13524.3
226,12831.4
227,13872.4
228,12259.5
229,11481.2
230,10684.5
231,9957.24
232,9582.19
233,9136.15
234,8734.12
235,8515.3
236,8313.04
237,8142.43
238,7980.34
239,7866.28
240,7819.42
241,7762.34
242,7728.27
243,7620.62
244,7542.89
245,7467.51
246,7491.21
247,7401.37
248,7372.7
249,7361.36
250,7289.49
251,7283.99
252,7346.79
253,7309.03
254,7065.23
255,7176.98
256,5912.78
257,6431.83
258,6461.86
259,6917.49
260,5762.79
261,7807.83
262,8758.67
263,9256.93
264,8782.35
265,9345.48
266,8609.98
267,8316.79
268,8127.03
269,7711.62
270,7354.9
271,7094.72
272,7558.17
273,7714.94
274,7884.35
275,7809.48
276,8325.99
277,7559.59
278,7656.87
279,7565.1
280,7464.48
281,7159.58
282,7690.07
283,7791.65
284,8635.72
285,9622.98
286,12723.2
287,13038.9
288,15884.8
289,16995
290,20149.4
291,20388.3
292,19109.5
293,17652.4
294,15874.7
295,13949.4
296,12847.9
297,11991.1
298,11339.3
299,11063.8
300,10611.9
301,9513.09
302,8807.67
303,8321.34
304,7825.47
305,7594.78
306,7495.82
307,7627.46
308,7853.17
309,8135.33
310,8455.87
311,8521.49
312,8735.19
313,9020.16
314,9268.12
315,9401.7
316,9458.56
317,9477.65
318,9675.72
319,10354.2
320,10928.1
321,11342.1
322,11238.5
323,10217.6
324,8829.67
325,6864.94
326,4417.55
327,1147.24
328,-1967.41
329,-4515.93
330,-5560.34
331,-5241.47
332,-4449.18
333,-3191.74
334,-1814.59
335,-675.675
336,988.66
337,3833.33
338,1125.86
339,4017.09
340,8736.87
341,10514.7
342,10191.4
343,10668.3
344,12342.2
345,11672.6
346,10656.1
347,10227.7
348,9996.52
349,9552.42
350,8920.73
351,8638.59
352,8494.07
353,8311.66
354,8164.52
355,8022.42
356,7942.74
357,7919.79
358,7997.83
359,7618.67
360,7607.33
361,7310.67
362,7240.53
363,7129.23
364,7041.38
365,6919.5
366,6806.8
367,6763.84
368,6613.87
369,6629.9
370,7152.32
371,7182.26
372,6855.8
373,6639.44
374,6413.55
375,6353.64
376,6099.71
377,6118.57
378,6169.66
379,5981.33
380,6399.46
381,6783.57
382,6944.45
383,6879.56
384,6876.05
385,7048.84
386,7329.87
387,7189.9
388,7159.92
389,7143.13
390,7315.71
391,7150.17
392,7180.13
393,7423.31
394,7357.85
395,7538.68
396,7445.34
397,7183.87
398,8223.5
399,8081.6
400,9330.48
401,10401.2
402,10533.3
403,10953.1
404,11780.9
405,13648.3
406,16773.4
407,19972.1
408,20501.3
409,19907.9
410,18533.5
411,16514.4
412,15305.9
413,14402.3
414,13328.3
415,12153.8
416,10787.4
417,9517.16
418,8550.53
419,7973.22
420,7504.98
421,7287.98
422,7247.58
423,7226.47
424,7267.57
425,7476.06
426,7642.05
427,7859.24
428,8024.59
429,8280.87
430,8606.7
431,9034.56
432,9563.25
433,10172.2
434,10892.2
435,11310.1
436,11318.5
437,10686.8
438,9865.84
439,8792.67
440,7577.34
441,5682.67
442,3123.34
443,-78.5308
444,-3122.02
445,-5295.22
446,-6232.18
